CLUB_NAME,PLAYER_VALUE,LEAGUE_COUNTRY,CURRENT_INTERNATIONAL,AGE,HEIGHT,POSITION,FOOT,PLAYER_AGENT,OUTFITTER,MP_PLAYING,STARTS_PLAYING,MIN_PLAYING,GLS,AST,G+A,G_MINUS_PK,PK,PKATT,CRDY,CRDR,PRGC_PROGRESSION,PRGP_PROGRESSION,PRGR_PROGRESSION,SH_STANDARD,SOT_STANDARD,DIST_STANDARD,FK_STANDARD,TOUCHES_TOUCHES,DEF PEN_TOUCHES,DEF 3RD_TOUCHES,MID 3RD_TOUCHES,ATT 3RD_TOUCHES,ATT PEN_TOUCHES,LIVE_TOUCHES,ATT_TAKE,SUCC_TAKE,TKLD_TAKE,CARRIES_CARRIES,TOTDIST_CARRIES,PRGDIST_CARRIES,PRGC_CARRIES,FINAL_THIRD_CARRIES,CPA_CARRIES,MIS_CARRIES,DIS_CARRIES,REC_RECEIVING,PRGR_RECEIVING,COMPL_STARTS,SUBS_SUBS,UNSUB_SUBS,PPM_TEAM.SUCCESS,ONG_TEAM.SUCCESS,ONGA_TEAM.SUCCESS,PLUS_PER__MINUS__TEAM.SUCCESS,CMP_TOTAL,ATT_TOTAL,TOTDIST_TOTAL,PRGDIST_TOTAL,KP,FINAL_THIRD,PPA,CRSPA,2CRDY,FLS,FLD,OFF,CRS,TKLW,PKWON,PKCON,OG,RECOV,WON_AERIAL,LOST_AERIAL,SCA_SCA,GCA_GCA,TKL_TACKLES,TKLW_TACKLES,DEF 3RD_TACKLES,MID 3RD_TACKLES,ATT 3RD_TACKLES,TKL_CHALLENGES,ATT_CHALLENGES,LOST_CHALLENGES,BLOCKS_BLOCKS,SH_BLOCKS,PASS_BLOCKS,INT,TKL+INT,CLR,ERR,YEAR_BIRTH,ID
FC Lorient,2000000.0,France,Nigeria,27.0,1.78,midfield - Defensive Midfield,right,False,True,25.0,14.0,1182.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,31.0,0.0,4.0,0.0,26.3,0.0,718.0,60.0,252.0,424.0,47.0,2.0,718.0,8.0,6.0,0.0,503.0,2178.0,742.0,3.0,8.0,0.0,7.0,4.0,442.0,0.0,2.0,11.0,7.0,1.6,18.0,19.0,-1.0,515.0,577.0,8110.0,1984.0,5.0,30.0,1.0,0.0,0.0,38.0,11.0,0.0,0.0,17.0,0.0,1.0,0.0,77.0,9.0,20.0,17.0,4.0,28.0,17.0,13.0,14.0,1.0,11.0,36.0,25.0,22.0,5.0,17.0,26.0,54.0,31.0,0.0,1996.0,333383
FC Lorient,10000000.0,France,France,25.0,1.77,midfield - Central Midfield,left,True,False,31.0,23.0,1869.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,41.0,78.0,61.0,12.0,2.0,24.15,0.0,1045.0,38.0,216.0,628.0,221.0,12.0,1045.0,50.0,32.0,9.0,805.0,4998.0,2218.0,41.0,42.0,1.0,31.0,34.0,787.0,61.0,7.0,8.0,1.0,1.35,22.0,25.0,-3.0,739.0,856.0,10626.0,2561.0,13.0,52.0,9.0,1.0,1.0,27.0,40.0,0.0,7.0,21.0,0.0,0.0,0.0,118.0,9.0,5.0,37.0,2.0,32.0,21.0,12.0,17.0,3.0,11.0,29.0,18.0,16.0,7.0,9.0,19.0,51.0,16.0,1.0,1998.0,322305
FC Lorient,1000000.0,France,France,18.0,1.76,midfield - Central Midfield,right,False,True,5.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,4.0,0.0,18.6,0.0,94.0,0.0,32.0,38.0,27.0,6.0,94.0,7.0,4.0,2.0,70.0,401.0,215.0,5.0,4.0,1.0,3.0,1.0,64.0,3.0,0.0,5.0,9.0,2.0,2.0,2.0,0.0,67.0,74.0,939.0,192.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,0.0,2004.0,810093
FC Lorient,10000000.0,France,France,25.0,1.8,midfield - Right Midfield,left,True,False,26.0,17.0,1546.0,5.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,91.0,91.0,82.0,30.0,16.0,20.3,0.0,904.0,6.0,86.0,454.0,384.0,49.0,904.0,108.0,51.0,43.0,717.0,5721.0,2853.0,91.0,68.0,18.0,34.0,12.0,673.0,82.0,7.0,9.0,5.0,1.395,23.0,20.0,3.0,597.0,713.0,8826.0,2638.0,23.0,50.0,25.0,3.0,0.0,19.0,39.0,1.0,43.0,11.0,1.0,0.0,0.0,78.0,2.0,11.0,58.0,10.0,19.0,11.0,7.0,6.0,6.0,6.0,28.0,22.0,14.0,0.0,14.0,1.0,20.0,4.0,0.0,1998.0,555076
FC Lorient,3000000.0,France,France,20.0,1.7,midfield - Left Midfield,right,True,True,27.0,15.0,1452.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,51.0,47.0,103.0,10.0,4.0,14.0,0.0,792.0,34.0,211.0,323.0,265.0,48.0,792.0,38.0,15.0,23.0,556.0,3435.0,1566.0,51.0,31.0,20.0,21.0,10.0,503.0,103.0,7.0,12.0,1.0,1.59,22.0,23.0,-1.0,491.0,611.0,6675.0,1852.0,14.0,26.0,11.0,2.0,0.0,5.0,3.0,0.0,13.0,19.0,0.0,0.0,0.0,78.0,10.0,14.0,25.0,6.0,31.0,19.0,17.0,11.0,3.0,15.0,33.0,18.0,21.0,2.0,19.0,18.0,49.0,31.0,0.0,2002.0,766412
FC Lorient,20000000.0,France,France,23.0,1.7,midfield - Attacking Midfield,right,True,False,35.0,35.0,3028.0,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,96.0,218.0,105.0,45.0,18.0,23.4,8.0,2611.0,89.0,558.0,1422.0,675.0,35.0,2611.0,155.0,68.0,67.0,1970.0,12115.0,5413.0,96.0,90.0,13.0,74.0,55.0,1798.0,105.0,22.0,0.0,0.0,1.54,49.0,47.0,2.0,1708.0,2118.0,28806.0,9189.0,67.0,170.0,37.0,5.0,0.0,42.0,64.0,2.0,136.0,64.0,0.0,0.0,0.0,240.0,11.0,25.0,120.0,11.0,108.0,64.0,52.0,40.0,16.0,43.0,113.0,70.0,50.0,5.0,45.0,34.0,142.0,38.0,1.0,2000.0,633992
FC Lorient,2500000.0,France,France,22.0,1.7,midfield - Attacking Midfield,right,True,False,31.0,20.0,1655.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,53.0,101.0,103.0,14.0,4.0,18.5,0.0,1014.0,32.0,168.0,534.0,328.0,43.0,1014.0,30.0,10.0,17.0,781.0,4815.0,2245.0,53.0,53.0,7.0,39.0,18.0,707.0,103.0,3.0,11.0,6.0,1.29,29.0,29.0,0.0,691.0,840.0,10711.0,3196.0,26.0,75.0,12.0,1.0,0.0,21.0,25.0,4.0,12.0,19.0,0.0,0.0,0.0,105.0,8.0,27.0,50.0,4.0,28.0,19.0,10.0,14.0,4.0,10.0,32.0,22.0,27.0,3.0,24.0,14.0,42.0,12.0,0.0,2000.0,569390
FC Lorient,2200000.0,France,France,20.0,1.81,midfield - Attacking Midfield,right,True,True,11.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,20.0,8.0,3.0,17.1,0.0,192.0,7.0,30.0,104.0,61.0,8.0,192.0,7.0,2.0,3.0,149.0,996.0,559.0,16.0,10.0,1.0,6.0,8.0,137.0,20.0,0.0,10.0,14.0,0.82,3.0,5.0,-2.0,115.0,154.0,1969.0,665.0,1.0,15.0,3.0,0.0,0.0,4.0,5.0,0.0,17.0,2.0,0.0,0.0,0.0,14.0,0.0,3.0,5.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,9.0,8.0,1.0,0.0,1.0,4.0,9.0,1.0,0.0,2002.0,569385
FC Lorient,1000000.0,France,France,26.0,1.74,midfield - Attacking Midfield,right,True,False,5.0,1.0,184.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,11.0,15.0,6.0,3.0,18.5,0.0,135.0,2.0,21.0,58.0,58.0,8.0,135.0,4.0,1.0,2.0,90.0,566.0,263.0,7.0,4.0,1.0,5.0,2.0,84.0,15.0,0.0,4.0,7.0,1.2,2.0,0.0,2.0,79.0,98.0,1013.0,236.0,4.0,9.0,4.0,0.0,0.0,3.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,9.0,1.0,6.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,10.0,2.0,0.0,1997.0,412671
FC Lorient,2000000.0,France,France,20.0,1.76,Attack - Left Winger,right,True,False,23.0,11.0,1090.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,46.0,29.0,106.0,26.0,9.0,20.3,0.0,548.0,16.0,122.0,169.0,267.0,29.0,548.0,63.0,23.0,31.0,410.0,2896.0,1414.0,46.0,30.0,10.0,38.0,27.0,369.0,106.0,4.0,12.0,6.0,1.22,13.0,16.0,-3.0,241.0,361.0,3681.0,1269.0,6.0,14.0,13.0,6.0,0.0,11.0,28.0,1.0,48.0,12.0,0.0,1.0,0.0,62.0,2.0,8.0,27.0,4.0,19.0,12.0,7.0,6.0,6.0,5.0,12.0,7.0,10.0,1.0,9.0,8.0,27.0,16.0,1.0,2002.0,782476
FC Lorient,2500000.0,France,Cote d'Ivoire,24.0,1.73,Attack - Right Winger,left,True,False,28.0,14.0,1066.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,40.0,33.0,85.0,20.0,8.0,16.2,0.0,525.0,19.0,123.0,204.0,218.0,40.0,525.0,78.0,24.0,45.0,381.0,2900.0,1516.0,40.0,25.0,20.0,32.0,14.0,306.0,85.0,0.0,14.0,9.0,1.46,21.0,22.0,-1.0,240.0,328.0,3312.0,1087.0,11.0,8.0,12.0,1.0,0.0,7.0,21.0,4.0,15.0,17.0,0.0,0.0,0.0,94.0,5.0,8.0,35.0,5.0,25.0,17.0,14.0,9.0,2.0,11.0,29.0,18.0,13.0,1.0,12.0,22.0,47.0,9.0,0.0,1998.0,428954
FC Lorient,8000000.0,France,Senegal,23.0,1.78,Attack - Centre-Forward,right,True,True,25.0,10.0,941.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,9.0,8.0,71.0,32.0,12.0,14.25,0.0,335.0,7.0,30.0,170.0,139.0,51.0,334.0,34.0,11.0,15.0,247.0,1292.0,403.0,9.0,6.0,6.0,28.0,19.0,253.0,71.0,0.0,15.0,1.0,1.485,13.0,10.0,3.0,133.0,184.0,1903.0,235.0,7.0,6.0,2.0,1.0,0.0,29.0,37.0,6.0,6.0,14.0,1.0,0.0,0.0,25.0,18.0,26.0,18.0,3.0,23.0,14.0,7.0,13.0,3.0,6.0,15.0,9.0,11.0,1.0,10.0,2.0,25.0,6.0,0.0,2000.0,822458
FC Lorient,4000000.0,France,Mali,24.0,1.9,Attack - Centre-Forward,left,True,False,37.0,15.0,1577.0,7.0,1.0,8.0,5.0,2.0,3.0,3.0,0.0,15.0,27.0,109.0,28.0,13.0,16.1,0.0,565.0,17.0,59.0,262.0,247.0,68.0,562.0,22.0,14.0,6.0,380.0,1873.0,577.0,15.0,13.0,10.0,65.0,27.0,421.0,109.0,5.0,22.0,1.0,1.46,24.0,23.0,1.0,240.0,359.0,2822.0,790.0,15.0,17.0,3.0,0.0,0.0,29.0,24.0,14.0,1.0,13.0,0.0,0.0,0.0,44.0,55.0,60.0,37.0,2.0,24.0,13.0,3.0,13.0,8.0,5.0,11.0,6.0,13.0,0.0,13.0,4.0,28.0,18.0,0.0,1999.0,490223
FC Lorient,1500000.0,France,Austria,26.0,1.88,Attack - Centre-Forward,both,False,False,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,28.5,2.0,11.0,0.0,1.0,3.0,7.0,0.0,11.0,0.0,0.0,0.0,6.0,31.0,17.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1996.0,167342
FC Lorient,500000.0,France,France,21.0,1.93,Attack - Centre-Forward,right,False,False,12.0,0.0,136.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,7.0,1.0,13.5,0.0,86.0,0.0,8.0,35.0,44.0,12.0,86.0,15.0,7.0,6.0,65.0,511.0,194.0,5.0,2.0,1.0,14.0,6.0,71.0,20.0,0.0,12.0,16.0,1.25,4.0,1.0,3.0,29.0,46.0,381.0,112.0,5.0,1.0,3.0,0.0,0.0,8.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,6.0,12.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2002.0,802747
Stade Reims,7500000.0,France,Cote d'Ivoire,26.0,1.92,Defender - Centre-Back,right,True,False,29.0,27.0,2388.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,3.0,15.0,131.0,8.0,22.0,3.0,15.8,0.0,1798.0,213.0,851.0,877.0,87.0,21.0,1798.0,14.0,8.0,6.0,1287.0,7671.0,3866.0,15.0,19.0,2.0,23.0,13.0,1087.0,8.0,24.0,2.0,0.0,1.14,33.0,33.0,0.0,1281.0,1493.0,27077.0,9413.0,13.0,112.0,15.0,1.0,0.0,29.0,6.0,0.0,2.0,49.0,0.0,1.0,1.0,248.0,60.0,36.0,31.0,3.0,71.0,49.0,53.0,16.0,2.0,42.0,65.0,23.0,30.0,14.0,16.0,32.0,103.0,107.0,3.0,1997.0,683895
Stade Reims,4000000.0,France,Guadeloupe,25.0,1.88,Defender - Centre-Back,right,True,True,20.0,16.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,47.0,14.0,9.0,1.0,22.4,1.0,778.0,83.0,357.0,337.0,94.0,6.0,778.0,14.0,8.0,4.0,482.0,2641.0,1425.0,19.0,14.0,1.0,14.0,5.0,438.0,14.0,9.0,4.0,15.0,0.925,14.0,23.0,-9.0,461.0,608.0,8841.0,3236.0,3.0,36.0,4.0,2.0,0.0,27.0,15.0,0.0,19.0,11.0,0.0,0.0,0.0,75.0,19.0,17.0,9.0,1.0,19.0,11.0,9.0,9.0,1.0,8.0,13.0,5.0,22.0,11.0,11.0,30.0,49.0,52.0,0.0,1998.0,395083
Stade Reims,1500000.0,France,France,20.0,1.85,Defender - Centre-Back,right,True,False,9.0,8.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,19.0,0.0,3.0,1.0,19.4,0.0,372.0,32.0,171.0,190.0,14.0,5.0,372.0,3.0,2.0,0.0,268.0,1881.0,994.0,8.0,5.0,0.0,4.0,1.0,237.0,0.0,2.0,1.0,13.0,1.89,9.0,6.0,3.0,264.0,305.0,5059.0,1150.0,1.0,14.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,38.0,9.0,12.0,6.0,0.0,12.0,9.0,9.0,3.0,0.0,4.0,9.0,5.0,6.0,5.0,1.0,5.0,17.0,24.0,1.0,2003.0,820146
Stade Reims,1000000.0,France,France,24.0,1.7,Defender - Centre-Back,right,False,False,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999.0,394328
Stade Reims,700000.0,France,Morocco,35.0,1.9,Defender - Centre-Back,left,True,False,37.0,37.0,3330.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,40.0,215.0,10.0,32.0,3.0,15.0,0.0,2459.0,241.0,1088.0,1275.0,123.0,39.0,2459.0,37.0,21.0,14.0,1723.0,10871.0,6123.0,40.0,21.0,3.0,27.0,23.0,1499.0,10.0,37.0,0.0,0.0,1.38,45.0,42.0,3.0,1679.0,2031.0,32967.0,13407.0,13.0,155.0,5.0,0.0,0.0,49.0,28.0,2.0,5.0,50.0,0.0,0.0,0.0,263.0,93.0,51.0,43.0,7.0,82.0,50.0,47.0,33.0,2.0,39.0,52.0,13.0,65.0,27.0,38.0,64.0,146.0,116.0,1.0,1987.0,199704
Stade Reims,3000000.0,France,Belgium,25.0,1.83,Defender - Left-Back,left,True,False,22.0,20.0,1758.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,39.0,89.0,89.0,0.0,0.0,17.2,0.0,1280.0,68.0,358.0,660.0,276.0,5.0,1280.0,14.0,5.0,8.0,813.0,4432.0,2019.0,39.0,32.0,1.0,19.0,8.0,723.0,89.0,14.0,2.0,4.0,1.64,26.0,14.0,12.0,878.0,1123.0,14328.0,5398.0,12.0,86.0,20.0,9.0,0.0,25.0,9.0,3.0,48.0,17.0,0.0,0.0,0.0,104.0,31.0,7.0,29.0,1.0,24.0,17.0,10.0,14.0,0.0,11.0,37.0,26.0,28.0,5.0,23.0,20.0,44.0,40.0,1.0,1998.0,340177
Stade Reims,5000000.0,France,Belgium,28.0,1.77,Defender - Right-Back,right,True,True,24.0,23.0,1976.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,94.0,154.0,2.0,1.0,11.7,0.0,1442.0,61.0,368.0,657.0,429.0,35.0,1442.0,21.0,9.0,9.0,965.0,5402.0,2400.0,56.0,38.0,4.0,29.0,20.0,858.0,154.0,16.0,1.0,0.0,1.46,28.0,25.0,3.0,1011.0,1257.0,16877.0,4625.0,23.0,67.0,17.0,9.0,0.0,27.0,22.0,3.0,57.0,22.0,0.0,0.0,0.0,148.0,12.0,13.0,39.0,2.0,35.0,22.0,18.0,11.0,6.0,17.0,46.0,29.0,21.0,7.0,14.0,33.0,68.0,29.0,2.0,1994.0,215114
Stade Reims,2500000.0,France,Belgium,23.0,1.82,Defender - Right-Back,right,True,False,21.0,11.0,1043.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,25.0,57.0,44.0,3.0,0.0,27.5,0.0,728.0,41.0,185.0,369.0,180.0,10.0,728.0,25.0,7.0,14.0,462.0,2885.0,1442.0,25.0,21.0,3.0,16.0,5.0,407.0,44.0,4.0,10.0,9.0,0.95,13.0,18.0,-5.0,464.0,614.0,8573.0,2893.0,7.0,39.0,13.0,7.0,0.0,19.0,6.0,0.0,27.0,16.0,0.0,1.0,0.0,74.0,14.0,16.0,19.0,1.0,21.0,16.0,9.0,11.0,1.0,13.0,29.0,16.0,14.0,6.0,8.0,14.0,35.0,24.0,0.0,1999.0,570817
Stade Reims,350000.0,France,Guinea,19.0,1.78,Defender - Right-Back,right,True,False,3.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,7.5,0.0,83.0,4.0,30.0,32.0,23.0,1.0,83.0,3.0,1.0,1.0,46.0,264.0,96.0,0.0,1.0,0.0,1.0,1.0,37.0,6.0,0.0,2.0,10.0,0.67,0.0,2.0,-2.0,48.0,68.0,600.0,354.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,2003.0,919173
Stade Reims,9000000.0,France,Zimbabwe,27.0,1.88,midfield - Defensive Midfield,right,True,False,34.0,31.0,2700.0,7.0,3.0,10.0,7.0,0.0,0.0,6.0,0.0,33.0,95.0,87.0,68.0,23.0,16.1,0.0,1243.0,73.0,256.0,642.0,364.0,94.0,1243.0,44.0,20.0,18.0,818.0,4165.0,1792.0,33.0,17.0,9.0,53.0,16.0,732.0,87.0,21.0,3.0,0.0,1.32,35.0,39.0,-4.0,651.0,886.0,10519.0,3417.0,31.0,71.0,11.0,2.0,0.0,64.0,38.0,2.0,23.0,27.0,1.0,0.0,0.0,157.0,58.0,49.0,75.0,5.0,58.0,27.0,13.0,31.0,14.0,20.0,48.0,28.0,37.0,11.0,26.0,26.0,84.0,41.0,1.0,1996.0,414908
Stade Reims,7500000.0,France,Netherlands,25.0,1.73,midfield - Defensive Midfield,right,True,False,30.0,29.0,2484.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,213.0,18.0,11.0,4.0,26.2,0.0,1915.0,100.0,541.0,1138.0,260.0,2.0,1915.0,23.0,16.0,5.0,1383.0,6842.0,3122.0,15.0,26.0,0.0,24.0,12.0,1203.0,18.0,19.0,1.0,0.0,1.47,34.0,29.0,5.0,1376.0,1617.0,26423.0,8698.0,24.0,148.0,13.0,0.0,0.0,43.0,33.0,0.0,4.0,41.0,0.0,0.0,0.0,235.0,32.0,35.0,68.0,3.0,66.0,41.0,30.0,29.0,7.0,36.0,61.0,25.0,37.0,11.0,26.0,46.0,112.0,52.0,0.0,1998.0,315145
Stade Reims,6000000.0,France,Sweden,23.0,1.88,midfield - Defensive Midfield,right,True,False,31.0,14.0,1530.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,46.0,109.0,40.0,27.0,7.0,19.5,0.0,969.0,41.0,223.0,533.0,231.0,40.0,969.0,79.0,39.0,30.0,728.0,4226.0,2387.0,46.0,36.0,10.0,28.0,23.0,663.0,40.0,2.0,17.0,0.0,1.45,16.0,19.0,-3.0,606.0,739.0,11081.0,3065.0,16.0,66.0,15.0,0.0,1.0,33.0,29.0,0.0,7.0,25.0,0.0,0.0,0.0,101.0,13.0,17.0,51.0,3.0,46.0,25.0,25.0,14.0,7.0,25.0,48.0,23.0,30.0,6.0,24.0,18.0,64.0,22.0,0.0,1999.0,468066
Stade Reims,4000000.0,France,Senegal,21.0,1.86,midfield - Defensive Midfield,right,True,False,29.0,16.0,1379.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,17.0,101.0,38.0,18.0,4.0,23.3,0.0,935.0,41.0,209.0,533.0,211.0,12.0,935.0,36.0,16.0,15.0,696.0,4238.0,1717.0,17.0,22.0,1.0,30.0,17.0,612.0,38.0,4.0,13.0,3.0,1.34,15.0,16.0,-1.0,627.0,741.0,12141.0,3116.0,15.0,82.0,4.0,0.0,1.0,31.0,25.0,0.0,6.0,24.0,1.0,0.0,0.0,128.0,15.0,7.0,36.0,4.0,45.0,24.0,22.0,16.0,7.0,23.0,62.0,39.0,27.0,3.0,24.0,22.0,67.0,18.0,0.0,2002.0,649033
Stade Reims,250000.0,France,France,17.0,1.82,midfield - Defensive Midfield,right,True,False,7.0,2.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,1.0,0.0,15.5,0.0,76.0,5.0,21.0,32.0,24.0,8.0,76.0,5.0,0.0,3.0,50.0,319.0,135.0,5.0,3.0,2.0,3.0,4.0,45.0,6.0,0.0,5.0,5.0,1.0,0.0,5.0,-5.0,41.0,48.0,650.0,180.0,3.0,4.0,1.0,1.0,0.0,7.0,8.0,2.0,1.0,3.0,0.0,0.0,0.0,10.0,3.0,0.0,5.0,0.0,8.0,3.0,4.0,2.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,2005.0,923759
Stade Reims,800000.0,France,France,19.0,1.8,midfield - Central Midfield,right,True,True,5.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,25.5,0.0,59.0,4.0,22.0,22.0,16.0,1.0,59.0,3.0,1.0,2.0,31.0,173.0,83.0,1.0,0.0,0.0,4.0,2.0,27.0,1.0,0.0,5.0,10.0,1.4,3.0,5.0,-2.0,29.0,41.0,390.0,93.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,6.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,6.0,3.0,0.0,2003.0,814976
Stade Reims,6000000.0,France,France,23.0,1.73,Attack - Left Winger,right,True,False,33.0,28.0,1978.0,4.0,6.0,10.0,4.0,0.0,0.0,3.0,1.0,23.0,110.0,162.0,53.0,20.0,24.1,9.0,1331.0,32.0,233.0,590.0,525.0,54.0,1331.0,42.0,12.0,24.0,906.0,4374.0,1784.0,23.0,44.0,3.0,58.0,23.0,803.0,162.0,4.0,5.0,3.0,1.45,28.0,23.0,5.0,690.0,1034.0,12630.0,5069.0,44.0,83.0,45.0,19.0,0.0,23.0,24.0,2.0,139.0,30.0,0.0,0.0,0.0,159.0,13.0,34.0,95.0,11.0,51.0,30.0,18.0,17.0,16.0,27.0,64.0,37.0,35.0,5.0,30.0,24.0,75.0,12.0,0.0,2000.0,395242
Stade Reims,3500000.0,France,Kosovo,28.0,1.76,Attack - Left Winger,right,True,False,23.0,12.0,1000.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,51.0,118.0,31.0,6.0,20.8,5.0,602.0,7.0,55.0,220.0,339.0,56.0,602.0,60.0,17.0,38.0,430.0,3137.0,1348.0,45.0,28.0,29.0,47.0,23.0,398.0,118.0,0.0,11.0,14.0,1.48,12.0,7.0,5.0,302.0,430.0,4497.0,1514.0,22.0,24.0,19.0,1.0,0.0,7.0,12.0,3.0,50.0,3.0,1.0,0.0,0.0,58.0,4.0,8.0,47.0,7.0,9.0,3.0,3.0,3.0,3.0,5.0,12.0,7.0,8.0,0.0,8.0,2.0,11.0,2.0,0.0,1995.0,222876
Stade Reims,1200000.0,France,Netherlands,23.0,1.7,Attack - Left Winger,right,True,False,28.0,6.0,905.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,21.0,89.0,25.0,11.0,19.2,0.0,437.0,10.0,57.0,158.0,239.0,37.0,437.0,38.0,14.0,23.0,314.0,2931.0,1489.0,51.0,44.0,15.0,24.0,11.0,275.0,89.0,2.0,22.0,2.0,1.39,13.0,15.0,-2.0,205.0,303.0,3177.0,1016.0,19.0,11.0,18.0,10.0,0.0,10.0,7.0,3.0,59.0,8.0,1.0,1.0,0.0,56.0,5.0,8.0,34.0,3.0,18.0,8.0,6.0,7.0,5.0,8.0,20.0,12.0,8.0,2.0,6.0,6.0,24.0,11.0,0.0,1999.0,393239
