"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2023,"Dortmund","Bundesliga","Marius Wolf","GER","DF","27",1995,17.4,1061,889,172,21,4,8,61,149,2,2,0,0,834,0,38,"https://fbref.com/en/players/fa661778/Marius-Wolf"
2023,"Eint Frankfurt","Bundesliga","Paxten Aaronson","USA","MF,DF","18",2003,1.9,71,68,3,0,0,0,7,2,1,0,1,0,51,0,1,"https://fbref.com/en/players/4cd41883/Paxten-Aaronson"
2023,"Eint Frankfurt","Bundesliga","Lucas Alario","ARG","FW,MF","29",1992,3.7,85,80,5,0,0,0,0,0,0,0,0,0,56,0,1,"https://fbref.com/en/players/834d0be5/Lucas-Alario"
2023,"Eint Frankfurt","Bundesliga","Faride Alidou","GER","DF,MF","21",2001,2,101,84,17,0,0,0,7,17,0,0,0,0,74,0,2,"https://fbref.com/en/players/00f518d8/Faride-Alidou"
2023,"Eint Frankfurt","Bundesliga","Rafael Borré","COL","MF,FW","26",1995,12,422,402,17,2,2,1,22,4,2,0,0,0,294,3,15,"https://fbref.com/en/players/c68da769/Rafael-Borre"
2023,"Eint Frankfurt","Bundesliga","Aurélio Buta","POR","DF","25",1997,14.6,764,596,168,4,0,0,62,164,0,0,0,0,576,0,28,"https://fbref.com/en/players/b4705807/Aurelio-Buta"
2023,"Eint Frankfurt","Bundesliga","Timothy Chandler","USA","DF","32",1990,1,61,43,17,0,0,0,3,17,0,0,0,0,36,1,2,"https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler"
2023,"Eint Frankfurt","Bundesliga","Junior Dina Ebimbe","FRA","DF,MF","21",2000,11.8,505,448,53,3,2,0,8,50,0,0,0,0,366,4,9,"https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe"
2023,"Eint Frankfurt","Bundesliga","Dario Gebuhr","GER","DF","19",2003,0.2,13,12,0,0,0,0,0,0,0,0,0,0,10,1,1,"https://fbref.com/en/players/277be51d/Dario-Gebuhr"
2023,"Eint Frankfurt","Bundesliga","Mario Götze","GER","MF","30",1992,30.4,1527,1397,119,28,12,9,102,14,38,15,13,1,1130,11,48,"https://fbref.com/en/players/9efa1d25/Mario-Gotze"
2023,"Eint Frankfurt","Bundesliga","Makoto Hasebe","JPN","DF","38",1984,14.5,1013,952,57,51,1,3,2,4,0,0,0,0,887,4,7,"https://fbref.com/en/players/9ab16552/Makoto-Hasebe"
2023,"Eint Frankfurt","Bundesliga","Kristijan Jakić","CRO","DF,MF","25",1997,16.2,954,867,84,28,1,4,10,54,0,0,0,0,741,3,21,"https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic"
2023,"Eint Frankfurt","Bundesliga","Daichi Kamada","JPN","MF","25",1996,25.2,1245,1182,59,26,5,12,50,2,31,16,8,0,1005,4,26,"https://fbref.com/en/players/15b287da/Daichi-Kamada"
2023,"Eint Frankfurt","Bundesliga","Ansgar Knauff","GER","DF","20",2002,14.3,683,523,158,5,1,0,29,153,0,0,0,0,455,2,32,"https://fbref.com/en/players/19a967ab/Ansgar-Knauff"
2023,"Eint Frankfurt","Bundesliga","Randal Kolo Muani","FRA","FW","23",1998,29.2,649,624,21,0,4,3,25,1,0,0,0,0,419,4,36,"https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani"
2023,"Eint Frankfurt","Bundesliga","Filip Kostić","SRB","DF,MF","29",1992,0.8,40,25,14,3,0,1,7,6,5,3,2,0,23,1,0,"https://fbref.com/en/players/b1cd37e6/Filip-Kostic"
2023,"Eint Frankfurt","Bundesliga","Christopher Lenz","GER","DF","27",1994,14.3,824,645,176,32,0,5,93,101,43,20,14,0,621,3,17,"https://fbref.com/en/players/bbd86530/Christopher-Lenz"
2023,"Eint Frankfurt","Bundesliga","Jesper Lindstrøm","DEN","MF,FW","22",2000,18.7,514,469,42,7,4,0,46,7,24,14,6,0,325,3,24,"https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom"
2023,"Eint Frankfurt","Bundesliga","Philipp Max","GER","DF","28",1993,7.7,479,358,120,14,0,0,60,80,26,18,4,0,364,1,12,"https://fbref.com/en/players/826e8b63/Philipp-Max"
2023,"Eint Frankfurt","Bundesliga","Obite N'Dicka","FRA","DF","22",1999,29.9,1815,1755,58,52,1,7,4,6,0,0,0,0,1563,2,14,"https://fbref.com/en/players/441197b8/Obite-NDicka"
2023,"Eint Frankfurt","Bundesliga","Luca Pellegrini","ITA","DF","23",1999,6.2,431,315,113,13,1,7,54,81,19,13,2,0,292,3,23,"https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini"
2023,"Eint Frankfurt","Bundesliga","Diant Ramaj","GER","GK","20",2001,1,25,19,6,2,0,0,0,0,0,0,0,0,21,0,0,"https://fbref.com/en/players/b90c4a43/Diant-Ramaj"
2023,"Eint Frankfurt","Bundesliga","Sebastian Rode","GER","MF","31",1990,15.7,857,828,24,17,4,1,8,2,0,0,0,0,711,5,14,"https://fbref.com/en/players/e12b0b5b/Sebastian-Rode"
2023,"Eint Frankfurt","Bundesliga","Hrvoje Smolčić","CRO","DF","21",2000,5.2,355,340,15,11,0,0,0,2,0,0,0,0,287,0,3,"https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic"
2023,"Eint Frankfurt","Bundesliga","Djibril Sow","SUI","MF","25",1997,29.4,1557,1510,38,32,6,2,5,3,0,0,0,0,1324,9,20,"https://fbref.com/en/players/4c6facae/Djibril-Sow"
2023,"Eint Frankfurt","Bundesliga","Almamy Touré","MLI","DF","26",1996,4.4,232,223,9,7,0,3,5,2,0,0,0,0,188,0,5,"https://fbref.com/en/players/c8c60119/Almamy-Toure"
2023,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","32",1990,33,888,607,276,57,0,5,0,0,0,0,0,0,616,5,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
2023,"Eint Frankfurt","Bundesliga","Tuta","BRA","DF","23",1999,30.2,1855,1797,57,43,2,7,7,14,0,0,0,0,1486,1,22,"https://fbref.com/en/players/35d64857/Tuta"
2023,"Eint Frankfurt","Bundesliga","Marcel Wenig","GER","MF","18",2004,0,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,"https://fbref.com/en/players/1c86aa16/Marcel-Wenig"
2023,"Elche","La Liga","Alejandro Alfaro","ESP","MF","20",2002,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/b907d169/Alejandro-Alfaro"
2023,"Elche","La Liga","Édgar Badía","ESP","GK","30",1992,36,1072,666,402,106,0,1,0,0,0,0,0,0,791,4,0,"https://fbref.com/en/players/e4346678/Edgar-Badia"
2023,"Elche","La Liga","Pedro Bigas","ESP","DF","31",1990,22.4,1053,976,68,52,0,18,5,13,0,0,0,0,843,9,10,"https://fbref.com/en/players/697295b1/Pedro-Bigas"
2023,"Elche","La Liga","Lautaro Blanco","ARG","DF,MF","23",1999,9.7,416,331,83,2,0,3,86,80,1,0,0,1,235,2,17,"https://fbref.com/en/players/1657f448/Lautaro-Blanco"
2023,"Elche","La Liga","Lucas Boyé","ARG","FW","26",1996,27.4,650,591,55,1,2,7,15,0,0,0,0,0,510,4,30,"https://fbref.com/en/players/d49f3e6b/Lucas-Boye"
2023,"Elche","La Liga","Carmona","ESP","MF,DF","20",2002,6.5,186,157,28,2,0,1,12,26,0,0,0,0,129,1,9,"https://fbref.com/en/players/2dce876a/Carmona"
2023,"Elche","La Liga","Pape Cheikh Diop","SEN","MF","24",1997,0.4,19,19,0,0,1,0,0,0,0,0,0,0,14,0,0,"https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop"
2023,"Elche","La Liga","Carlos Clerc","ESP","DF,MF","30",1992,29.3,1397,1124,267,30,1,8,89,234,3,0,3,0,1040,6,36,"https://fbref.com/en/players/33a61a52/Carlos-Clerc"
2023,"Elche","La Liga","Álex Collado","ESP","MF","23",1999,8.1,336,317,19,3,1,5,18,4,12,7,1,0,276,0,13,"https://fbref.com/en/players/85dace26/Alex-Collado"
2023,"Elche","La Liga","John Donald","ESP","MF,DF","21",2000,12.1,427,419,5,4,0,2,0,1,0,0,0,0,356,3,7,"https://fbref.com/en/players/5e95c000/John-Donald"
2023,"Elche","La Liga","Nicolás Ezequiel Fernández","ARG","MF,DF","22",2000,5.7,240,203,37,5,1,3,33,23,9,3,5,0,178,0,13,"https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez"
2023,"Elche","La Liga","Federico Fernández","ARG","DF","33",1989,1,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0,"https://fbref.com/en/players/f25b010f/Federico-Fernandez"
2023,"Elche","La Liga","Fidel","ESP","MF,FW","32",1989,19,897,842,46,9,7,14,57,6,31,14,10,0,631,9,35,"https://fbref.com/en/players/eb82b6f1/Fidel"
2023,"Elche","La Liga","Diego González","ESP","DF","27",1995,10.6,382,351,31,18,0,2,1,13,0,0,0,0,299,0,6,"https://fbref.com/en/players/4ac7608e/Diego-Gonzalez"
2023,"Elche","La Liga","Gerard Gumbau","ESP","MF","27",1994,30.4,1446,1239,196,76,3,42,164,2,114,44,48,4,1112,11,37,"https://fbref.com/en/players/ac454a4f/Gerard-Gumbau"
2023,"Elche","La Liga","Raúl Guti","ESP","MF","25",1996,12.4,409,399,8,3,0,8,9,1,3,0,3,0,327,2,10,"https://fbref.com/en/players/0b2c8585/Raul-Guti"
2023,"Elche","La Liga","Josan","ESP","DF,MF","32",1989,12,539,446,90,8,1,4,48,77,5,1,3,0,424,3,13,"https://fbref.com/en/players/5b28b2f6/Josan"
2023,"Elche","La Liga","Pol Lirola","ESP","DF","24",1997,7,325,260,65,6,0,3,32,59,0,0,0,0,240,0,11,"https://fbref.com/en/players/ff800ed8/Pol-Lirola"
2023,"Elche","La Liga","Lisandro Magallán","ARG","DF","28",1993,10,391,370,19,17,0,1,1,1,0,0,0,0,325,2,3,"https://fbref.com/en/players/01a49bd2/Lisandro-Magallan"
2023,"Elche","La Liga","Roger Martí","ESP","FW","31",1991,7.3,160,147,10,0,0,1,5,0,0,0,0,0,118,3,8,"https://fbref.com/en/players/0ae4e09a/Roger-Marti"
2023,"Elche","La Liga","Omar Mascarell","ESP","MF,DF","29",1993,27.2,1270,1183,83,56,0,20,22,4,19,1,9,3,1091,4,11,"https://fbref.com/en/players/11fd2b75/Omar-Mascarell"
2023,"Elche","La Liga","Pere Milla","ESP","FW,MF","29",1992,20.5,585,555,28,4,2,5,14,6,1,0,0,0,410,2,26,"https://fbref.com/en/players/335039a2/Pere-Milla"
2023,"Elche","La Liga","Johan Mojica","COL","DF,MF","29",1992,3,178,143,33,3,0,0,14,30,0,0,0,0,127,2,4,"https://fbref.com/en/players/608f2092/Johan-Mojica"
2023,"Elche","La Liga","Tete Morente","ESP","MF,DF","25",1996,23,785,717,67,8,0,2,99,54,5,2,1,0,571,1,45,"https://fbref.com/en/players/004d185e/Tete-Morente"
2023,"Elche","La Liga","Randy Ntekja","FRA","FW,MF","24",1997,8.1,171,161,9,1,1,1,0,2,0,0,0,0,118,1,7,"https://fbref.com/en/players/a6103274/Randy-Ntekja"
2023,"Elche","La Liga","Helibelton Palacios","COL","DF","29",1993,21.3,835,672,162,18,0,4,18,144,0,0,0,0,623,1,20,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
2023,"Elche","La Liga","Javier Pastore","ARG","MF","33",1989,0.1,8,7,0,0,0,0,0,0,0,0,0,0,6,1,0,"https://fbref.com/en/players/881ef58c/Javier-Pastore"
2023,"Elche","La Liga","Ezequiel Ponce","ARG","FW,MF","25",1997,12.5,292,280,9,0,1,4,1,1,0,0,0,0,218,3,8,"https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce"
2023,"Elche","La Liga","Domingos Quina","POR","MF","22",1999,3.1,147,137,9,4,2,0,6,4,1,0,0,0,122,1,3,"https://fbref.com/en/players/41fb0f4e/Domingos-Quina"
2023,"Elche","La Liga","Enzo Roco","CHI","DF","29",1992,18.4,719,676,38,33,1,5,1,4,0,0,0,0,587,5,7,"https://fbref.com/en/players/37f827ec/Enzo-Roco"
2023,"Elche","La Liga","Gonzalo Verdú","ESP","DF","33",1988,7.8,338,317,21,21,0,0,0,0,0,0,0,0,269,0,1,"https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu"
2023,"Elche","La Liga","Axel Werner","ARG","GK","26",1996,2,70,50,19,3,0,0,0,0,0,0,0,0,52,1,0,"https://fbref.com/en/players/c0b1a6da/Axel-Werner"
2023,"Empoli","Serie A","Jean-Daniel Akpa-Akpro","CIV","MF,FW","29",1992,15.1,406,396,9,7,1,3,11,2,0,0,0,0,302,1,20,"https://fbref.com/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro"
2023,"Empoli","Serie A","Nedim Bajrami","ALB","MF,FW","23",1999,10.4,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8,"https://fbref.com/en/players/f42d6c13/Nedim-Bajrami"
2023,"Empoli","Serie A","Tommaso Baldanzi","ITA","MF","19",2003,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19,"https://fbref.com/en/players/102e2599/Tommaso-Baldanzi"
2023,"Empoli","Serie A","Filippo Bandinelli","ITA","MF","27",1995,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42,"https://fbref.com/en/players/d44360be/Filippo-Bandinelli"
2023,"Empoli","Serie A","Liberato Cacace","NZL","DF","21",2000,6.5,424,336,88,11,0,1,29,75,2,2,0,0,338,0,10,"https://fbref.com/en/players/dd86e8e4/Liberato-Cacace"
2023,"Empoli","Serie A","Nicolò Cambiaghi","ITA","FW,MF","21",2000,14.3,432,420,10,1,0,0,41,7,1,0,0,0,321,2,25,"https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi"
2023,"Empoli","Serie A","Francesco Caputo","ITA","FW","34",1987,19,332,322,10,1,1,0,6,2,0,0,0,0,235,0,14,"https://fbref.com/en/players/5bd72174/Francesco-Caputo"
2023,"Empoli","Serie A","Koni De Winter","BEL","DF","20",2002,11.4,494,473,21,13,0,0,0,1,0,0,0,0,424,0,2,"https://fbref.com/en/players/f4797849/Koni-De-Winter"
2023,"Empoli","Serie A","Duccio Degl'Innocenti","ITA","MF","19",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0e0d6c53/Duccio-DeglInnocenti"
2023,"Empoli","Serie A","Mattia Destro","ITA","FW,MF","31",1991,6.4,79,74,5,0,0,0,2,0,0,0,0,0,44,0,5,"https://fbref.com/en/players/d7d32194/Mattia-Destro"
2023,"Empoli","Serie A","Tyronne Ebuehi","NGA","DF","26",1995,21.4,881,684,192,7,0,0,28,185,0,0,0,0,688,5,28,"https://fbref.com/en/players/6af30900/Tyronne-Ebuehi"
2023,"Empoli","Serie A","Emmanuel Ekong","SWE","FW,MF","20",2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/c20892ee/Emmanuel-Ekong"
2023,"Empoli","Serie A","Jacopo Fazzini","ITA","MF","19",2003,9.2,326,305,19,8,1,1,11,2,5,3,2,0,257,2,10,"https://fbref.com/en/players/06b08c45/Jacopo-Fazzini"
2023,"Empoli","Serie A","Alberto Grassi","ITA","MF","27",1995,13.3,559,538,19,19,0,1,0,0,0,0,0,0,453,2,8,"https://fbref.com/en/players/6cc97b6a/Alberto-Grassi"
2023,"Empoli","Serie A","Nicolas Haas","SUI","MF","26",1996,12.8,409,400,9,4,0,3,11,2,0,0,0,0,304,0,16,"https://fbref.com/en/players/fa449bba/Nicolas-Haas"
2023,"Empoli","Serie A","Liam Henderson","SCO","MF","26",1996,11.2,545,512,29,10,3,6,35,4,8,2,3,0,432,4,10,"https://fbref.com/en/players/d7918b13/Liam-Henderson"
2023,"Empoli","Serie A","Ardian Ismajli","ALB","DF","25",1996,23.3,1029,980,48,28,1,5,0,2,0,0,0,0,871,1,14,"https://fbref.com/en/players/6b635f5c/Ardian-Ismajli"
2023,"Empoli","Serie A","Sam Lammers","NED","FW","25",1997,9.8,230,226,3,0,0,0,4,0,0,0,0,0,143,1,8,"https://fbref.com/en/players/c283ddef/Sam-Lammers"
2023,"Empoli","Serie A","Sebastiano Luperto","ITA","DF","25",1996,34.8,1705,1532,171,81,1,8,2,2,0,0,0,0,1474,2,7,"https://fbref.com/en/players/997fff07/Sebastiano-Luperto"
2023,"Empoli","Serie A","Răzvan Marin","ROU","MF","26",1996,28.2,1594,1358,228,128,4,18,140,5,94,39,39,0,1260,8,25,"https://fbref.com/en/players/7fac99d4/Razvan-Marin"
2023,"Empoli","Serie A","Herculano Nabian","POR","MF","18",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c39babc1/Herculano-Nabian"
2023,"Empoli","Serie A","Fabiano Parisi","ITA","DF","21",2000,31.4,1646,1305,332,31,1,7,59,300,1,1,0,0,1263,9,50,"https://fbref.com/en/players/0967845b/Fabiano-Parisi"
2023,"Empoli","Serie A","Samuele Perisan","ITA","GK","24",1997,7,230,134,94,19,0,2,0,0,0,0,0,0,174,2,0,"https://fbref.com/en/players/00a17eba/Samuele-Perisan"
2023,"Empoli","Serie A","Roberto Piccoli","ITA","FW","21",2001,5.7,97,95,2,0,0,2,1,1,0,0,0,0,62,0,5,"https://fbref.com/en/players/1cadaf34/Roberto-Piccoli"
2023,"Empoli","Serie A","Marko Pjaca","CRO","MF,FW","27",1995,5.8,246,218,28,4,0,0,25,2,17,8,6,0,195,0,3,"https://fbref.com/en/players/2c38b327/Marko-Pjaca"
2023,"Empoli","Serie A","Martin Satriano","URU","FW","21",2001,18.9,384,375,8,0,2,1,22,6,0,0,0,0,249,1,15,"https://fbref.com/en/players/86383d0e/Martin-Satriano"
2023,"Empoli","Serie A","Petar Stojanović","SVN","DF","26",1995,17,1029,831,197,20,3,27,35,176,1,0,1,0,821,1,27,"https://fbref.com/en/players/13b44b02/Petar-Stojanovic"
2023,"Empoli","Serie A","Lorenzo Tonelli","ITA","DF","32",1990,0.2,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli"
2023,"Empoli","Serie A","Samir Ujkani","KVX","GK","34",1988,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/96640846/Samir-Ujkani"
2023,"Empoli","Serie A","Guglielmo Vicario","ITA","GK","25",1996,30.9,1277,999,277,107,0,0,0,0,0,0,0,0,923,1,0,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
2023,"Empoli","Serie A","Emanuel Vignato","ITA","MF,FW","21",2000,0.6,54,51,3,0,0,1,2,2,1,1,0,0,43,0,2,"https://fbref.com/en/players/ec5dae45/Emanuel-Vignato"
2023,"Empoli","Serie A","Sebastian Walukiewicz","POL","DF","22",2000,6.7,396,383,11,7,0,3,0,0,0,0,0,0,345,2,2,"https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz"
2023,"Espanyol","La Liga","Keidi Bare","ALB","MF","24",1997,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6,"https://fbref.com/en/players/03049c8c/Keidi-Bare"
2023,"Espanyol","La Liga","Wassim Boullif","ESP","DF","17",2005,1.6,61,57,4,1,0,0,0,1,0,0,0,0,58,0,1,"https://fbref.com/en/players/7f271d74/Wassim-Boullif"
2023,"Espanyol","La Liga","Martin Braithwaite","DEN","FW,MF","31",1991,27.3,446,427,17,0,3,2,20,0,0,0,0,0,294,2,21,"https://fbref.com/en/players/fd771f95/Martin-Braithwaite"
2023,"Espanyol","La Liga","Leandro Cabrera","URU","DF","31",1991,29.7,1343,1183,147,64,1,10,14,83,0,0,0,0,959,13,12,"https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera"
2023,"Espanyol","La Liga","Fernando Calero","ESP","DF,MF","26",1995,17.9,765,691,72,29,0,11,4,41,0,0,0,0,617,2,5,"https://fbref.com/en/players/41b3069f/Fernando-Calero"
2023,"Espanyol","La Liga","José Carlos Lazo","ESP","MF,FW","26",1996,1.8,35,31,3,0,0,0,4,1,2,0,0,0,25,1,2,"https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo"
2023,"Espanyol","La Liga","Sergi Darder","ESP","MF","28",1993,36.9,1628,1381,237,109,14,19,181,11,93,39,37,3,1181,10,40,"https://fbref.com/en/players/070a3904/Sergi-Darder"
2023,"Espanyol","La Liga","Adri Embarba","ESP","FW","30",1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/db8f0eba/Adri-Embarba"
2023,"Espanyol","La Liga","Edu Expósito","ESP","MF","25",1996,12.9,530,479,49,21,3,5,48,2,13,6,3,0,389,2,10,"https://fbref.com/en/players/283c7121/Edu-Exposito"
2023,"Espanyol","La Liga","Álvaro Fernández","ESP","GK","24",1998,11,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
2023,"Espanyol","La Liga","Joan García","ESP","GK","21",2001,1,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0,"https://fbref.com/en/players/87b498b0/Joan-Garcia"
2023,"Espanyol","La Liga","Óscar Gil","ESP","DF","25",1997,28.4,991,737,252,16,1,3,38,236,0,0,0,0,757,2,34,"https://fbref.com/en/players/6652cf96/Oscar-Gil"
2023,"Espanyol","La Liga","Dani Gómez","ESP","MF,FW","24",1998,1,17,16,1,0,0,0,2,1,0,0,0,0,13,0,2,"https://fbref.com/en/players/0e5ddc7c/Dani-Gomez"
2023,"Espanyol","La Liga","Sergi Gómez","ESP","DF","30",1992,26,1132,1070,59,49,0,11,3,7,0,0,0,0,968,3,3,"https://fbref.com/en/players/bc6f5f06/Sergi-Gomez"
2023,"Espanyol","La Liga","José Gragera","ESP","MF,DF","21",2000,5.1,208,200,8,7,0,1,0,1,0,0,0,0,178,0,0,"https://fbref.com/en/players/ee45d138/Jose-Gragera"
2023,"Espanyol","La Liga","Omar El Hilali","MAR","DF,MF","18",2003,1,35,28,7,0,0,0,2,7,0,0,0,0,21,0,1,"https://fbref.com/en/players/139560df/Omar-El-Hilali"
2023,"Espanyol","La Liga","Joselu","ESP","FW","32",1990,33.2,759,721,36,0,2,5,17,1,1,0,0,0,458,2,21,"https://fbref.com/en/players/6265208f/Joselu"
2023,"Espanyol","La Liga","Luca Koleosho","ITA","FW,DF","17",2004,0.7,28,28,0,0,0,0,3,0,0,0,0,0,18,0,2,"https://fbref.com/en/players/fc076f78/Luca-Koleosho"
2023,"Espanyol","La Liga","Benjamin Lecomte","FRA","GK","31",1991,10,275,149,123,43,0,2,0,0,0,0,0,0,179,3,0,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
2023,"Espanyol","La Liga","Pol Lozano","ESP","MF","22",1999,0.2,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/ea610f00/Pol-Lozano"
2023,"Espanyol","La Liga","Roger Martínez","ESP","DF","18",2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/937c6ae6/Roger-Martinez"
2023,"Espanyol","La Liga","César Montes","MEX","DF","25",1997,17.7,799,733,63,39,1,12,1,7,0,0,0,0,624,3,12,"https://fbref.com/en/players/28e957d7/Cesar-Montes"
2023,"Espanyol","La Liga","Brian Oliván","ESP","DF","28",1994,26.7,1106,859,242,18,0,12,140,211,13,6,4,0,688,5,34,"https://fbref.com/en/players/a3e4bf46/Brian-Olivan"
2023,"Espanyol","La Liga","Fernando Pacheco","ESP","GK","30",1992,16,557,367,187,50,0,0,0,0,0,0,0,0,399,3,0,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
2023,"Espanyol","La Liga","Pedrosa","ESP","DF,MF","24",1998,2.5,76,69,7,1,1,0,9,6,0,0,0,0,61,0,3,"https://fbref.com/en/players/112521d1/Pedrosa"
2023,"Espanyol","La Liga","Ronaël Pierre-Gabriel","FRA","DF","24",1998,2.6,104,76,28,0,0,0,10,28,0,0,0,0,77,0,4,"https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel"
2023,"Espanyol","La Liga","Javi Puado","ESP","FW,MF","24",1998,26,590,572,17,2,0,1,36,10,2,0,1,0,450,1,22,"https://fbref.com/en/players/2683eda7/Javi-Puado"
2023,"Espanyol","La Liga","Nico Ribaudo","ESP","MF,FW","21",2001,13.9,454,402,48,15,3,2,44,3,22,14,0,0,352,4,11,"https://fbref.com/en/players/ce8039aa/Nico-Ribaudo"
2023,"Espanyol","La Liga","Rubén","ESP","DF,MF","21",2001,9.9,339,286,52,5,2,2,48,47,0,0,0,0,232,1,9,"https://fbref.com/en/players/35d4f151/Ruben"
2023,"Espanyol","La Liga","Vinicius Souza","BRA","MF","23",1999,27,909,885,24,23,0,9,4,0,0,0,0,0,726,0,16,"https://fbref.com/en/players/6a8a7af8/Vinicius-Souza"
2023,"Espanyol","La Liga","Denis Suárez","ESP","MF,FW","28",1994,10.5,452,402,49,16,2,1,37,4,26,9,11,0,331,1,10,"https://fbref.com/en/players/12c50af5/Denis-Suarez"
2023,"Espanyol","La Liga","Nabil Touaizi","MAR","MF","21",2001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/e96b2583/Nabil-Touaizi"
2023,"Espanyol","La Liga","Aleix Vidal","ESP","MF,FW","32",1989,11.4,384,328,54,11,1,3,39,36,6,0,4,0,279,2,17,"https://fbref.com/en/players/04965583/Aleix-Vidal"
2023,"Everton","Premier League","Dele Alli","ENG","MF","26",1996,0.4,15,13,2,1,0,0,0,0,0,0,0,0,12,0,0,"https://fbref.com/en/players/cea4ee8f/Dele-Alli"
2023,"Everton","Premier League","Asmir Begović","BIH","GK","35",1987,1,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
2023,"Everton","Premier League","Dominic Calvert-Lewin","ENG","FW","25",1997,12.9,221,220,1,0,0,1,6,0,0,0,0,0,131,0,9,"https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin"
2023,"Everton","Premier League","Thomas Cannon","IRL","FW","19",2002,0.3,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/4506aec5/Thomas-Cannon"
2023,"Everton","Premier League","Conor Coady","ENG","DF","29",1993,23.3,1209,1169,35,31,1,10,1,3,0,0,0,0,1025,5,1,"https://fbref.com/en/players/2928dca2/Conor-Coady"
2023,"Everton","Premier League","Séamus Coleman","IRL","DF","33",1988,18.4,789,615,174,10,0,3,22,164,0,0,0,0,597,0,20,"https://fbref.com/en/players/0420d84f/Seamus-Coleman"
2023,"Everton","Premier League","Tom Davies","ENG","MF","24",1998,6,234,227,6,5,3,3,2,1,0,0,0,0,173,1,6,"https://fbref.com/en/players/9228b07c/Tom-Davies"
2023,"Everton","Premier League","Abdoulaye Doucouré","MLI","MF","29",1993,17,548,530,16,0,1,0,8,0,0,0,0,0,430,2,14,"https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure"
2023,"Everton","Premier League","Idrissa Gana Gueye","SEN","MF","32",1989,28.6,1226,1205,17,13,1,4,10,3,0,0,0,0,1025,4,23,"https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye"
2023,"Everton","Premier League","James Garner","ENG","MF,DF","21",2001,8.9,353,310,41,6,0,2,37,16,17,15,2,0,256,2,9,"https://fbref.com/en/players/4e015693/James-Garner"
